Company,Sector,Industry,Revenue,Profits,Employees
AMAZON,Banking,Banking Sector,542554,76743,74472
MICROSOFT,Pharma,General,489935,16752,50936
GOOGLE,Automobile,Vehicle Manufacturing,555099,74806,54974
ORACLE,Automobile,Pharmaceutical,149773,63329,30449
APPLE,Pharma,Healthcare,154176,43203,60663
ADOBE,Healthcare,General,155932,93626,77920
NETFLIX,Banking,Healthcare,768402,29141,47574
TESLA,Energy,Pharmaceutical,183027,41638,36546
MICROSOFT,Banking,Healthcare,671120,35766,61043
WALMART,Healthcare,Software,409737,32868,66140
ADOBE,Retailing,Banking Sector,216321,68538,71099
META,Energy,Vehicle Manufacturing,469594,63219,83978
ORACLE,Pharma,Pharmaceutical,555019,88025,75331
IBM,Pharma,Petroleum,532265,54148,47026
NETFLIX,Retailing,Vehicle Manufacturing,662648,18910,53380
GOOGLE,Energy,Banking Sector,597290,90767,87664
ORACLE,Technology,Software,172804,60240,72071
ADOBE,Pharma,Banking Sector,283311,76040,54812
IBM,Automobile,Banking Sector,492211,43250,39123
GOOGLE,Banking,Vehicle Manufacturing,582839,44262,41456
NETFLIX,Banking,Banking Sector,198895,87062,74599
META,Automobile,Stocks,224030,28096,55780
NETFLIX,Retailing,Banking Sector,126608,52868,81564
META,Technology,Banking Sector,731201,24725,79059
META,Pharma,Software,553437,64407,71003
MICROSOFT,Energy,Stocks,699196,40465,43276
GOOGLE,Retailing,Healthcare,499095,68246,40608
META,Banking,Healthcare,617277,23288,35714
TESLA,Technology,Stocks,130392,63604,30180
ADOBE,Energy,Pharmaceutical,156146,90158,58404
WALMART,Healthcare,Stocks,339650,19088,34260
IBM,Retailing,Pharmaceutical,695154,33454,57625
ORACLE,Banking,Banking Sector,213559,28819,65134
WALMART,Automobile,Healthcare,416042,77641,78824
IBM,Banking,Banking Sector,625321,24122,50431
NETFLIX,Retailing,Software,154120,90712,30859
MICROSOFT,Energy,Banking Sector,300149,93058,67266
META,Technology,Vehicle Manufacturing,471621,14794,35480
META,Automobile,Stocks,634640,42332,43929
AMAZON,Banking,Healthcare,302594,87315,76398
META,Banking,Vehicle Manufacturing,777262,23365,37246
MICROSOFT,Technology,Healthcare,363598,61010,53009
AMAZON,Pharma,Pharmaceutical,286399,69958,63373
MICROSOFT,Pharma,Petroleum,567057,50663,53319
MICROSOFT,Automobile,Vehicle Manufacturing,581244,25346,46775
IBM,Pharma,General,218091,42281,62077
ADOBE,Retailing,Banking Sector,686366,76468,35210
IBM,Automobile,Software,224524,51015,76568
GOOGLE,Retailing,Software,509482,50245,36310
APPLE,Pharma,Banking Sector,771262,70199,50534
NETFLIX,Pharma,Banking Sector,436761,30174,31603
NETFLIX,Automobile,Software,238620,34803,47580
TESLA,Energy,Pharmaceutical,370727,50866,63340
ORACLE,Healthcare,Pharmaceutical,279291,14587,76904
TESLA,Pharma,Vehicle Manufacturing,142693,85925,62032
AMAZON,Energy,Healthcare,675217,84980,42801
TESLA,Retailing,Pharmaceutical,289415,78545,34439
IBM,Retailing,Healthcare,783022,65595,40368
TESLA,Banking,Healthcare,697055,30908,63181
AMAZON,Automobile,Software,636876,81812,77809
META,Retailing,Petroleum,361446,52320,87659
APPLE,Retailing,Banking Sector,625223,44811,46225
MICROSOFT,Pharma,Banking Sector,153112,35907,87253
TESLA,Automobile,Vehicle Manufacturing,362496,11259,47159
APPLE,Automobile,Pharmaceutical,234682,88898,62994
AMAZON,Pharma,Vehicle Manufacturing,548969,42289,36616
AMAZON,Retailing,Vehicle Manufacturing,623413,49299,56880
WALMART,Retailing,Healthcare,828483,17791,46152
ADOBE,Healthcare,Pharmaceutical,531184,71668,80494
APPLE,Retailing,Software,521240,83891,30633
WALMART,Automobile,Software,161014,45481,66653
APPLE,Retailing,Healthcare,430703,35784,80463
APPLE,Automobile,General,384657,52510,78487
ORACLE,Automobile,Pharmaceutical,205686,61604,59501
GOOGLE,Technology,General,579886,84839,37806
GOOGLE,Retailing,Petroleum,712335,91423,64396
APPLE,Retailing,Stocks,582482,39512,34172
APPLE,Technology,Healthcare,658884,84213,33221
AMAZON,Banking,Vehicle Manufacturing,293656,89963,72033
NETFLIX,Banking,Vehicle Manufacturing,304833,90488,39746
MICROSOFT,Technology,Petroleum,795093,32519,41687
NETFLIX,Automobile,Software,495515,59995,52546
MICROSOFT,Pharma,Healthcare,620208,38222,78680
ORACLE,Automobile,Software,829686,42046,49601
NETFLIX,Pharma,Healthcare,769213,23807,66174
ORACLE,Healthcare,Stocks,244284,44451,87182
META,Pharma,Banking Sector,761105,86744,42938
AMAZON,Automobile,Healthcare,706305,37999,85044
WALMART,Technology,Healthcare,708002,59357,78426
ADOBE,Automobile,Stocks,667425,86311,84660
ORACLE,Pharma,Pharmaceutical,269986,26450,38141
ADOBE,Banking,Banking Sector,664022,56350,54737
IBM,Pharma,Software,660412,14481,83669
ADOBE,Healthcare,Petroleum,651916,88220,72019
APPLE,Retailing,General,226395,79933,79309
IBM,Pharma,Petroleum,391709,15683,60058
WALMART,Retailing,Pharmaceutical,704955,80991,87965
MICROSOFT,Technology,Petroleum,129420,15719,88033
META,Banking,General,502664,75136,46224
META,Automobile,Healthcare,336106,86021,79646
WALMART,Pharma,Software,229229,47677,86768
APPLE,Pharma,Vehicle Manufacturing,200499,88305,64484
ADOBE,Retailing,Stocks,308744,14772,42998
GOOGLE,Energy,Pharmaceutical,421667,16023,65559
IBM,Retailing,Software,298768,74590,76372
META,Automobile,Healthcare,229086,23578,74784
ORACLE,Technology,Healthcare,552146,62601,53901
IBM,Healthcare,Healthcare,148749,67746,60987
TESLA,Healthcare,Petroleum,343863,40814,66540
ADOBE,Retailing,Pharmaceutical,539578,40595,73369
IBM,Pharma,Pharmaceutical,589526,61985,37255
GOOGLE,Energy,General,534111,30235,69232
WALMART,Retailing,Software,655145,87894,51577
WALMART,Energy,General,408262,74687,73144
META,Automobile,Healthcare,303683,18353,63102
GOOGLE,Pharma,Pharmaceutical,234347,79148,71476
AMAZON,Pharma,Pharmaceutical,558408,86932,51222
AMAZON,Banking,Pharmaceutical,642356,27092,43450
NETFLIX,Banking,Vehicle Manufacturing,394892,94606,42481
NETFLIX,Pharma,Petroleum,279393,78597,34405
IBM,Automobile,Healthcare,828535,20974,88580
APPLE,Energy,Stocks,839725,21491,51583
NETFLIX,Retailing,Software,709768,38222,34637
GOOGLE,Retailing,Pharmaceutical,278597,91509,74742
WALMART,Pharma,Stocks,527563,44376,87075
META,Automobile,Vehicle Manufacturing,461015,17700,46074
APPLE,Technology,Banking Sector,144180,70043,71766
META,Retailing,General,775392,59926,52340
WALMART,Pharma,Software,595615,93268,37509
ADOBE,Retailing,Vehicle Manufacturing,716882,23556,59142
IBM,Energy,Petroleum,261508,18435,48491
NETFLIX,Energy,Pharmaceutical,433654,64091,38444
META,Energy,Petroleum,347534,90483,61826
ADOBE,Automobile,Vehicle Manufacturing,768796,85370,81501
MICROSOFT,Energy,Vehicle Manufacturing,439941,89107,33855
ORACLE,Banking,Software,454516,32351,30172
META,Retailing,Pharmaceutical,707006,65461,43098
IBM,Banking,Petroleum,375271,46834,43239
MICROSOFT,Healthcare,Petroleum,322763,31017,30728
WALMART,Technology,Vehicle Manufacturing,148844,73409,55066
GOOGLE,Automobile,Banking Sector,156463,66930,50475
APPLE,Retailing,Vehicle Manufacturing,692063,50039,30000
NETFLIX,Healthcare,Software,293492,31653,53342
WALMART,Automobile,Stocks,382345,94972,34436
GOOGLE,Technology,General,597442,35081,79420
NETFLIX,Healthcare,Pharmaceutical,283063,75196,42219
ORACLE,Technology,Vehicle Manufacturing,165079,88981,83323
NETFLIX,Energy,Software,637147,22035,56463
ORACLE,Retailing,Banking Sector,415476,42379,82410
ADOBE,Automobile,Pharmaceutical,673025,13025,51363
META,Technology,Petroleum,710584,76369,64236
IBM,Healthcare,Software,605952,15597,69623
META,Automobile,Healthcare,320409,91213,77358
GOOGLE,Retailing,Software,326076,28466,82378
MICROSOFT,Energy,Petroleum,426716,31419,78381
MICROSOFT,Banking,Banking Sector,438784,49641,75367
MICROSOFT,Retailing,Pharmaceutical,136582,79374,75140
NETFLIX,Retailing,Stocks,666385,37266,36508
NETFLIX,Pharma,Stocks,835129,61164,65936
AMAZON,Banking,Stocks,621599,11261,82469
AMAZON,Automobile,Banking Sector,168566,32318,34424
MICROSOFT,Automobile,General,651048,16392,55410
APPLE,Pharma,Healthcare,790617,21242,78015
META,Energy,Stocks,633199,44959,48677
AMAZON,Healthcare,Petroleum,524803,84298,75341
AMAZON,Retailing,Pharmaceutical,650311,49388,41069
NETFLIX,Retailing,Banking Sector,146301,49344,35038
IBM,Pharma,Banking Sector,505039,63504,52813
META,Automobile,Petroleum,149082,83451,88582
GOOGLE,Pharma,Healthcare,396687,67169,67302
APPLE,Pharma,General,519745,90276,52615
ORACLE,Energy,Banking Sector,813280,61425,78993
MICROSOFT,Healthcare,Healthcare,460583,31043,51356
GOOGLE,Automobile,Petroleum,457500,86655,65922
GOOGLE,Automobile,Petroleum,849055,17876,50784
WALMART,Automobile,Stocks,482371,16877,58079
NETFLIX,Pharma,General,328493,93698,55330
APPLE,Retailing,Vehicle Manufacturing,457095,27316,87430
NETFLIX,Retailing,Banking Sector,800514,38097,61400
MICROSOFT,Banking,Stocks,345679,49372,41914
TESLA,Technology,General,127655,44379,62319
NETFLIX,Healthcare,Vehicle Manufacturing,770033,44421,50716
TESLA,Healthcare,Stocks,579227,77007,31719
AMAZON,Healthcare,Software,365503,16390,77154
TESLA,Technology,Banking Sector,297584,39247,86888
MICROSOFT,Automobile,Healthcare,246160,44400,51998
ADOBE,Banking,Vehicle Manufacturing,214567,58505,41827
GOOGLE,Banking,Banking Sector,517125,53281,36692
TESLA,Banking,Vehicle Manufacturing,646254,52222,62107
META,Automobile,Petroleum,582830,45974,77431
AMAZON,Technology,Pharmaceutical,295992,94709,85023
IBM,Healthcare,General,144491,93131,80259
APPLE,Automobile,Stocks,254679,82924,41287
MICROSOFT,Healthcare,Banking Sector,677639,66807,43370
NETFLIX,Retailing,Software,704340,86203,43344
IBM,Banking,Pharmaceutical,671076,89778,33960
ADOBE,Energy,Banking Sector,315746,64852,54822
NETFLIX,Healthcare,Pharmaceutical,509722,72255,33774
WALMART,Healthcare,Stocks,553588,90024,37820
ADOBE,Pharma,General,394813,16718,54374
ADOBE,Technology,Stocks,633250,40140,43602
ADOBE,Energy,General,505110,61168,75962
MICROSOFT,Energy,Healthcare,803310,80472,49369
META,Healthcare,Vehicle Manufacturing,305765,38924,55662
GOOGLE,Retailing,Stocks,843297,91975,54672
WALMART,Technology,Software,253550,41220,50853
META,Pharma,Vehicle Manufacturing,553707,89713,78484
TESLA,Energy,Healthcare,465967,62434,69630
ORACLE,Banking,Petroleum,365230,87686,49529
META,Energy,Pharmaceutical,366373,46621,70084
NETFLIX,Automobile,Software,713844,72942,72114
MICROSOFT,Automobile,Petroleum,822960,58708,42018
META,Retailing,Healthcare,184338,17746,82614
NETFLIX,Retailing,Software,586493,29681,71573
META,Technology,Petroleum,786225,43239,51329
WALMART,Automobile,Pharmaceutical,634610,19818,41064
NETFLIX,Automobile,Healthcare,566835,54782,33603
META,Banking,Healthcare,379329,26578,74360
ADOBE,Technology,Software,394426,90348,80240
APPLE,Technology,Vehicle Manufacturing,654638,43720,73958
GOOGLE,Automobile,Stocks,170742,34169,73450
IBM,Banking,Stocks,356779,13947,68168
APPLE,Pharma,Vehicle Manufacturing,241047,31748,31087
AMAZON,Pharma,Banking Sector,713493,38694,34035
NETFLIX,Healthcare,Banking Sector,537950,42045,45089
ORACLE,Retailing,Vehicle Manufacturing,678655,58935,76060
MICROSOFT,Technology,Stocks,822256,45017,35027
AMAZON,Automobile,Banking Sector,640783,29194,44340
NETFLIX,Energy,General,332863,14105,77483
NETFLIX,Automobile,Banking Sector,187841,92146,78963
TESLA,Banking,Petroleum,715719,70275,51755
ORACLE,Energy,Pharmaceutical,825277,92828,83593
APPLE,Energy,Software,527352,94231,58306
MICROSOFT,Pharma,General,501801,68009,52888
GOOGLE,Pharma,Banking Sector,311446,62524,42799
ORACLE,Pharma,General,416389,37318,47947
GOOGLE,Technology,Software,491004,69359,60898
NETFLIX,Automobile,Petroleum,382893,11222,44755
APPLE,Healthcare,Vehicle Manufacturing,808268,11766,36954
TESLA,Energy,Vehicle Manufacturing,585961,75489,42682
IBM,Healthcare,Pharmaceutical,275775,29745,47449
META,Pharma,Healthcare,190125,61315,66873
WALMART,Retailing,General,484638,60105,49255
WALMART,Retailing,Petroleum,289371,84525,77872
ORACLE,Banking,Stocks,746400,46332,43851
AMAZON,Technology,General,317536,51609,36280
GOOGLE,Automobile,General,344030,54662,88624
ADOBE,Retailing,Banking Sector,795061,93543,89487
AMAZON,Energy,Banking Sector,661334,16091,84075
IBM,Retailing,Stocks,533794,46748,49555
META,Retailing,Pharmaceutical,629159,15068,70949
META,Banking,Pharmaceutical,679647,64836,71274
ORACLE,Retailing,Petroleum,307781,83350,72475
ORACLE,Energy,Stocks,596296,89620,84187
TESLA,Healthcare,Healthcare,525886,62711,41853
ORACLE,Energy,General,246303,93585,75110
APPLE,Retailing,Petroleum,603753,43973,72921
AMAZON,Automobile,General,423175,23277,81611
AMAZON,Banking,Software,585859,82469,85982
NETFLIX,Retailing,General,602599,76537,34254
AMAZON,Technology,Vehicle Manufacturing,485348,87855,59873
MICROSOFT,Retailing,Petroleum,440897,42314,50761
WALMART,Banking,Software,335822,37783,52674
IBM,Technology,Banking Sector,508791,30393,46641
IBM,Energy,Software,591996,89266,41056
WALMART,Energy,Banking Sector,351601,14319,89798
TESLA,Healthcare,Stocks,295775,68159,87719
NETFLIX,Energy,Stocks,788388,41911,88844
WALMART,Healthcare,Petroleum,406337,48371,80348
TESLA,Retailing,Stocks,704717,90135,81192
ORACLE,Energy,Software,756555,25925,63818
WALMART,Technology,Banking Sector,323279,37841,60945
AMAZON,Healthcare,Banking Sector,804516,26043,85517
GOOGLE,Retailing,Stocks,724893,58895,71626
TESLA,Retailing,Banking Sector,805206,67500,47807
NETFLIX,Technology,General,501903,67756,85395
IBM,Energy,Petroleum,174014,45986,84890
AMAZON,Pharma,Vehicle Manufacturing,656065,86972,56184
ORACLE,Automobile,Petroleum,842924,45547,57481
AMAZON,Energy,Software,315354,77047,68794
NETFLIX,Retailing,General,696009,27318,38424
WALMART,Banking,Petroleum,742693,67760,59508
WALMART,Retailing,Software,253339,30024,82903
WALMART,Automobile,Healthcare,628673,68486,42056
META,Retailing,General,802095,24469,49167
APPLE,Pharma,Banking Sector,154890,76036,32635
AMAZON,Energy,Petroleum,603052,63979,59083
ORACLE,Banking,Petroleum,813351,63354,35091
APPLE,Retailing,Software,793999,68799,67940
AMAZON,Healthcare,Banking Sector,378587,39808,70960
TESLA,Automobile,Petroleum,765429,37261,74894
AMAZON,Technology,General,628810,83024,77920
GOOGLE,Healthcare,Healthcare,557757,70525,69635
NETFLIX,Banking,Petroleum,270792,12162,82324
WALMART,Automobile,Banking Sector,721793,75400,31077
TESLA,Retailing,Stocks,234883,46453,37403
AMAZON,Healthcare,Petroleum,832732,82003,49350
MICROSOFT,Healthcare,Software,848186,92524,33338
IBM,Automobile,Pharmaceutical,148477,43013,70887
META,Retailing,Stocks,383354,47432,41337
WALMART,Banking,Petroleum,459820,50481,44221
AMAZON,Technology,General,603480,27927,81870
WALMART,Healthcare,Stocks,344697,66226,52916
META,Healthcare,Petroleum,422059,67726,66693
ORACLE,Automobile,Pharmaceutical,755088,35233,40111
NETFLIX,Healthcare,General,388830,33828,37142
META,Retailing,Banking Sector,414948,15758,36193
ADOBE,Pharma,Vehicle Manufacturing,229314,30423,58807
IBM,Retailing,General,472899,36454,57066
GOOGLE,Automobile,Petroleum,584317,76295,81300
IBM,Banking,Healthcare,468201,37996,64041
WALMART,Pharma,General,720255,61976,80657
WALMART,Pharma,Banking Sector,726235,49179,72199
NETFLIX,Pharma,Vehicle Manufacturing,283348,85406,40196
ADOBE,Technology,Banking Sector,710844,17677,78163
META,Retailing,Vehicle Manufacturing,497212,62479,35223
IBM,Pharma,Software,396075,17646,76791
META,Banking,Pharmaceutical,766467,87927,74706
IBM,Healthcare,Petroleum,504098,58039,42977
TESLA,Technology,Petroleum,497006,86639,70906
META,Retailing,Vehicle Manufacturing,429640,40893,81827
ORACLE,Banking,General,802629,72522,33062
IBM,Banking,Stocks,734675,60092,30184
WALMART,Energy,General,669208,66216,81756
NETFLIX,Technology,General,762322,25003,78039
NETFLIX,Energy,General,422954,93740,71811
TESLA,Retailing,General,489234,11858,49816
ADOBE,Retailing,Petroleum,674748,52960,37647
GOOGLE,Technology,Healthcare,797600,61684,84299
GOOGLE,Automobile,Banking Sector,355312,38097,54684
ORACLE,Automobile,Pharmaceutical,379974,67479,67122
ADOBE,Banking,Stocks,127977,69604,54255
ADOBE,Retailing,Banking Sector,488700,32744,46023
ADOBE,Banking,Healthcare,264173,47747,35382
ORACLE,Banking,Vehicle Manufacturing,653351,83288,32623
WALMART,Banking,Software,275588,83372,51856
NETFLIX,Technology,General,636641,39718,65734
AMAZON,Pharma,Banking Sector,142956,26492,88041
AMAZON,Technology,Banking Sector,208059,12201,79717
ORACLE,Technology,Petroleum,723631,37724,35551
ADOBE,Energy,General,451566,25797,36074
WALMART,Energy,Stocks,269211,80077,39636
ORACLE,Pharma,Banking Sector,613860,69700,85289
APPLE,Retailing,General,598140,26315,69912
WALMART,Energy,Vehicle Manufacturing,154490,56060,38664
AMAZON,Healthcare,Banking Sector,800581,60285,39643
ORACLE,Energy,Petroleum,379096,65628,54871
NETFLIX,Technology,General,179174,91809,72930
WALMART,Automobile,Stocks,413392,59379,86136
TESLA,Energy,Banking Sector,277416,23357,89766
GOOGLE,Healthcare,Stocks,234631,54105,54223
NETFLIX,Banking,Healthcare,236856,47364,73198
ADOBE,Banking,General,406393,53422,74695
NETFLIX,Pharma,Pharmaceutical,633611,70720,51315
NETFLIX,Retailing,Vehicle Manufacturing,776267,26356,48874
GOOGLE,Banking,Stocks,801791,87260,39524
META,Technology,General,528373,88745,61591
NETFLIX,Healthcare,Software,456665,55086,71102
AMAZON,Retailing,Petroleum,208786,18373,64895
IBM,Retailing,Healthcare,405939,81323,69464
MICROSOFT,Healthcare,Stocks,350267,62084,49093
WALMART,Energy,Petroleum,830520,26311,65737
NETFLIX,Energy,Petroleum,614667,67490,30327
AMAZON,Banking,General,621725,89803,48578
NETFLIX,Automobile,Petroleum,361737,18937,43200
APPLE,Banking,Healthcare,488934,61196,39552
WALMART,Retailing,Petroleum,323888,55467,30885
NETFLIX,Energy,Software,264747,14208,73223
WALMART,Pharma,Banking Sector,683901,72470,56490
APPLE,Banking,Petroleum,791485,32006,78690
IBM,Retailing,Healthcare,177618,55424,60610
WALMART,Technology,Banking Sector,236689,89620,87832
ORACLE,Pharma,Healthcare,335159,73820,88761
GOOGLE,Energy,Petroleum,343215,40643,64984
NETFLIX,Healthcare,Healthcare,728792,91130,59548
ORACLE,Energy,Vehicle Manufacturing,698117,31041,75824
MICROSOFT,Pharma,Banking Sector,621979,36907,37931
GOOGLE,Energy,Software,350444,40234,87348
ADOBE,Technology,Banking Sector,326534,43677,66926
TESLA,Banking,General,819632,33398,57587
ORACLE,Pharma,Stocks,580942,63670,51750
APPLE,Healthcare,Healthcare,631288,37313,82940
APPLE,Technology,Petroleum,557788,36751,66196
AMAZON,Technology,Software,637737,28152,74002
GOOGLE,Technology,Petroleum,136077,93567,77244
MICROSOFT,Healthcare,Stocks,665550,39870,35618
IBM,Technology,General,321890,91104,86010
META,Energy,Software,285895,89363,89528
ORACLE,Automobile,Pharmaceutical,569056,86215,71651
ADOBE,Automobile,Petroleum,383721,16621,82790
META,Healthcare,Stocks,144949,66171,36962
APPLE,Retailing,Healthcare,414039,86024,58117
WALMART,Technology,Vehicle Manufacturing,781117,25117,55445
ADOBE,Banking,Healthcare,245704,35397,43185
APPLE,Automobile,Petroleum,306465,52829,77990
AMAZON,Automobile,Petroleum,800120,93626,88777
IBM,Banking,General,262077,56015,41596
META,Technology,Vehicle Manufacturing,794578,23916,39156
GOOGLE,Automobile,General,837072,65870,75384
IBM,Energy,Stocks,387491,51963,66073
NETFLIX,Energy,Petroleum,435796,55108,78721
AMAZON,Retailing,Healthcare,190644,37277,87351
AMAZON,Healthcare,Pharmaceutical,297965,84410,60551
MICROSOFT,Retailing,Healthcare,147554,68725,59200
MICROSOFT,Automobile,Banking Sector,348502,51623,62732
ADOBE,Automobile,Pharmaceutical,522809,49958,30755
GOOGLE,Retailing,General,496318,57497,72423
ADOBE,Banking,Petroleum,259298,26004,40275
